% Model:              inside_out_countercurrent_240mins_parasweepVmax.mph
% Version:            COMSOL 6.3.0.420
% Date:               May 9 2026, 19:11
% Dimension:          1
% Nodes:              1344
% Expressions:        1
% Description:        Line graph
% Arc length (mm)         Molar concentration, is
1.7996940000000003        4.843889429802825E-17
1.8000000000000005        4.843886166908529E-17
0                         0.10000000000000009
0.015000000000000015      0.09999999999999996
0.030000000000000013      0.10000000000000016
0.045000000000000005      0.09999999999999962
0.0661176636499657        0.1000000000000011
0.09364301330729984       0.09999999999999715
0.11478260364023539       0.10000000000000926
0.13048106160469486       0.10000000000006157
0.13898907676946723       0.09999999999157173
0.14309067871521702       0.09999999995994864
0.1449432140625           0.09999999992631116
0.14625496875             0.09999999989050277
0.147395625               0.0999999998497445
0.1483875                 0.09999999980720305
0.14925                   0.0999999997661436
0.15                      0.09999999972946046
0.1505                    0.09999999967782727
0.151075                  0.09999999962870165
0.15173625                0.09999999960255003
0.15249668749999998       0.09999999965511308
0.153371190625            0.09999999993976073
0.15460614806640127       0.10000000143722884
0.15734047201414628       0.10000002747388825
0.16301231143072156       0.10000028785842986
0.1756547705707205        0.09999859720972838
0.20147344917058943       0.10000435312242446
0.2242464507632097        0.09998198277490451
0.23693294558204148       0.10012300367814983
0.2430205540996574        0.09619192251897514
0.24559734085150983       0.08710705087802773
0.246628809375            0.08032125863779699
0.24750331250000004       0.07250996226062452
0.24826375                0.06392884947374365
